Lambs lettuce,HortasDoVale-East (HDVE) - bed 16 north section,"1,4",,2021-W47 Lambs lettuce HVE16-N,harvest from 2021-W47 Lambs lettuce HVE16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 10,"8,98",,2021-W35 Spring onion HVE10,harvest from 2021-W35 Spring onion HVE10,TRUE,2022-02-28,,,,plantings,weight,Kg
Carrot,HortasDoVale-East (HDVE) - bed 3,"9,3",,2021-W38 Carrot HVE03,harvest from 2021-W38 Carrot HVE03,TRUE,2022-02-28,,,,plantings,weight,Kg
Coriander,Summer Green House (SGH) - bed 3 south section,975,,2021-W46 Coriander SGH3-S,harvest from 2021-W46 Coriander SGH3-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Curly kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,4",,2021-W39 Curly kale HVW16-N,harvest from 2021-W39 Curly kale HVW16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Galega kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,9",,2021-W39 Galega kale HVW16-N,harvest from 2021-W39 Galega kale HVW16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 11 south section,1,,2021-W42 Green cabbage HVE11-S,harvest from 2021-W42 Green cabbage HVE11-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 18 north section,"8,41",,2021-W43 Green cabbage HVW18-N,harvest from 2021-W43 Green cabbage HVW18-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 18 north section,"3,4",,2021-W43 Kolrabi HVW18-N,harvest from 2021-W43 Kolrabi HVW18-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 4 south section,"0,29",,2021-W37 Kolrabi HVW04-S,harvest from 2021-W37 Kolrabi HVW04-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 16 north section,3,,2021-W39 Dinossaur kale HVW16-N,harvest from 2021-W39 Dinossaur kale HVW16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Chinese cabbage,Summer Green House (SGH) - bed 1 north section,"13,3",,2021-W45 Chinese cabbage SGH1-N,harvest from 2021-W45 Chinese cabbage SGH1-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Spinaches,HortasDoVale-East (HDVE) - bed 13 south section,"1,98",,2022-W04 Spinaches HVE13-S,harvest from 2022-W04 Spinaches HVE13-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 12 south section,"1,05",,2021-W48 Sprouting turnip HVE12-S,harvest from 2021-W48 Sprouting turnip HVE12-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 25 south section,"0,8",,2021-W38 Sprouting turnip HVE25-S,harvest from 2021-W38 Sprouting turnip HVE25-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-East (HDVE) - bed 16 north section,"0,6",,2021-W46 Mizuna purple HVE16-N,harvest from 2021-W46 Mizuna purple HVE16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-West (HDVW) - bed 23 north section,"0,1",,2021-W34 Mizuna purple HVW23-N,harvest from 2021-W34 Mizuna purple HVW23-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Mizuna green,HortasDoVale-East (HDVE) - bed 16 north section,"0,7",,2021-W46 Mizuna green HVE16-N,harvest from 2021-W46 Mizuna green HVE16-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"3,9",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,TRUE,2022-02-28,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"3,4",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,TRUE,2022-02-28,,,,plantings,weight,Kg
Turnip greens,HortasDoVale-East (HDVE) - bed 12 south section,"1,5",,2021-W48 Turnip greens HVE12-S,harvest from 2021-W48 Turnip greens HVE12-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 13 north section,"6,45",,2021-W43 Turnip HVE13-N,harvest from 2021-W43 Turnip HVE13-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Radishes,Summer Green House (SGH) - bed 4 north section,"4,1",,2022-W01 Radishes SGH4-N,harvest from 2022-W01 Radishes SGH4-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Horse radish,HortasDoVale-East (HDVE) - bed 15 north section,"7,6",,2021-W48 Horse radish HVE15-N,harvest from 2021-W48 Horse radish HVE15-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Rucula,HortasDoVale-West (HDVW) - bed 23 north section,"0,1",,2021-W34 Rucula HVW23-N,harvest from 2021-W34 Rucula HVW23-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Rucula,HortasDoVale-West (HDVW) - bed 23 south section,"0,5",,2021-W37 Rucula HVW23-S,harvest from 2021-W37 Rucula HVW23-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Parsley,HortasDoVale-East (HDVE) - bed 24 north section,"0,7",,2022-W01 Parsley HVE24-N,harvest from 2022-W01 Parsley HVE24-N,TRUE,2022-02-28,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 3 south section,"0,7",,2021-W45 Parsley SGH3-S,harvest from 2021-W45 Parsley SGH3-S,TRUE,2022-02-28,,,,plantings,weight,Kg
Swiss chard,Summer Green House (SGH) - bed 1 south section,"6,4",,2021-W19 Swiss chard SGH1-S,harvest from 2021-W19 Swiss chard SGH1-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Swiss chard,Summer Green House (SGH) - bed 2 south section,"3,2",,2021-W19 Swiss chard SGH2-S,harvest from 2021-W19 Swiss chard SGH2-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Swiss chard,HortasDoVale-West (HDVW) - bed 4 north section,"3,2",,2020-0 Swiss chard Autumn HVW04-N,harvest from 2020-0 Swiss chard Autumn HVW04-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Land cress,HortasDoVale-East (HDVE) - bed 24 north section,"0,25",,2022-W01 Land cress HVE24-N,harvest from 2022-W01 Land cress HVE24-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 15 north section,"6,9",,2021-W31 Celery HVW15-N,harvest from 2021-W31 Celery HVW15-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Celery,HortasDoVale-West (HDVW) - bed 8,"3,6",,2021-W22 Celery HVW08-N,harvest from 2021-W22 Celery HVW08-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 23 south section,"3,7",,2022-W01 Lettuce HVE23-S,harvest from 2022-W01 Lettuce HVE23-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Lettuce,HortasDoVale-East (HDVE) - bed 24 south section,"13,5",,2022-W01 Lettuce HVE24-S,harvest from 2022-W01 Lettuce HVE24-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Lettuce,Summer Green House (SGH) - bed 3 north section,"2,9",,2022-W02 Lettuce SGH3-N,harvest from 2022-W02 Lettuce SGH3-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 9 south section,"4,7",,2021-W39 Leek HVE09-S,harvest from 2021-W39 Leek HVE09-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Leek,HortasDoVale-East (HDVE) - bed 9 south section,"4,8",,2021-W39 Leek HVE09-S,harvest from 2021-W39 Leek HVE09-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Dill,HortasDoVale-East (HDVE) - bed 24 north section,"1,2",,2022-W01 Dill HVE24-N,harvest from 2022-W01 Dill HVE24-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Beetroot,HortasDoVale-East (HDVE) - bed 11,"5,4",,2021-W42 Beetroot HVE11-N,harvest from 2021-W42 Beetroot HVE11-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Beetroot,HortasDoVale-West (HDVW) - bed 16,"0,1",,2021-W39 Beetroot HVW16,harvest from 2021-W39 Beetroot HVW16,TRUE,2022-03-07,,,,plantings,weight,Kg
Broccoli,HortasDoVale-East (HDVE) - bed 11 north section,"2,59",,2021-W42 Broccoli HVE11-N,harvest from 2021-W42 Broccoli HVE11-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 16,"3,1",,2021-W39 Broccoli HVW16-N,harvest from 2021-W39 Broccoli HVW16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Broccoli,HortasDoVale-West (HDVW) - bed 21,"1,3",,2021-W30 Broccoli HVW21,harvest from 2021-W30 Broccoli HVW21,TRUE,2022-03-07,,,,plantings,weight,Kg
Lambs lettuce,HortasDoVale-East (HDVE) - bed 16 north section,"1,1",,2021-W47 Lambs lettuce HVE16-N,harvest from 2021-W47 Lambs lettuce HVE16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Spring onion,HortasDoVale-East (HDVE) - bed 10,"9,4",,2021-W35 Spring onion HVE10,harvest from 2021-W35 Spring onion HVE10,TRUE,2022-03-07,,,,plantings,weight,Kg
Carrot,HortasDoVale-East (HDVE) - bed 3,"5,3",,2021-W38 Carrot HVE03,harvest from 2021-W38 Carrot HVE03,TRUE,2022-03-07,,,,plantings,weight,Kg
Coriander,Summer Green House (SGH) - bed 2 north section,"2,025",,2021-W44 Coriander SGH2-N,harvest from 2021-W44 Coriander SGH2-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Curly kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,25",,2021-W39 Curly kale HVW16-N,harvest from 2021-W39 Curly kale HVW16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Galega kale,HortasDoVale-West (HDVW) - bed 16 north section,"0,5",,2021-W39 Galega kale HVW16-N,harvest from 2021-W39 Galega kale HVW16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-East (HDVE) - bed 11 south section,"0,8",,2021-W42 Green cabbage HVE11-S,harvest from 2021-W42 Green cabbage HVE11-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Green cabbage,HortasDoVale-West (HDVW) - bed 18 north section,3,,2021-W43 Green cabbage HVW18-N,harvest from 2021-W43 Green cabbage HVW18-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 18 north section,"1,7",,2021-W43 Kolrabi HVW18-N,harvest from 2021-W43 Kolrabi HVW18-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Kolrabi,HortasDoVale-West (HDVW) - bed 4 south section,1,,2021-W37 Kolrabi HVW04-S,harvest from 2021-W37 Kolrabi HVW04-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 16 north section,"3,9",,2021-W39 Dinossaur kale HVW16-N,harvest from 2021-W39 Dinossaur kale HVW16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Dinossaur kale,HortasDoVale-West (HDVW) - bed 9 north section,"1,25",,2021-W32 Dinossaur kale HVW09-N,harvest from 2021-W32 Dinossaur kale HVW09-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Chinese cabbage,HortasDoVale-East (HDVE) - bed 24 south section,"13,92",,2022-W01 Chinese cabbage HVE24-S,harvest from 2022-W01 Chinese cabbage HVE24-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Brussel sprouts,HortasDoVale-West (HDVW) - bed 11 south section,"0,7",,2021-W34 Brussel sprouts HVW11-S,harvest from 2021-W34 Brussel sprouts HVW11-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Spinaches,HortasDoVale-West (HDVW) - bed 15 south section,"5,09",,2021-W41 Spinaches HVW15-S,harvest from 2021-W41 Spinaches HVW15-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Broad beans,HortasDoVale-East (HDVE) - bed 14 north section,"4,9",,2021-W43 Broad beans HVE14-N,harvest from 2021-W43 Broad beans HVE14-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Fennel,HortasDoVale-West (HDVW) - bed 23 north section,"0,38",,2021-W36 Fennel bulb HVW23-N,harvest from 2021-W36 Fennel bulb HVW23-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Fennel,HortasDoVale-West (HDVW) - bed 23 north section,3,,2021-W36 Fennel bulb HVW23-N,harvest from 2021-W36 Fennel bulb HVW23-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 12 south section,"0,7",,2021-W48 Sprouting turnip HVE12-S,harvest from 2021-W48 Sprouting turnip HVE12-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Sprouting turnip,HortasDoVale-East (HDVE) - bed 25 south section,"0,78",,2021-W38 Sprouting turnip HVE25-S,harvest from 2021-W38 Sprouting turnip HVE25-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Mizuna purple,HortasDoVale-East (HDVE) - bed 16 north section,"0,3",,2021-W46 Mizuna purple HVE16-N,harvest from 2021-W46 Mizuna purple HVE16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Mizuna green,HortasDoVale-East (HDVE) - bed 16 north section,"0,6",,2021-W46 Mizuna green HVE16-N,harvest from 2021-W46 Mizuna green HVE16-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Mizuna green,HortasDoVale-East (HDVE) - bed 21 south section,"0,4",,2022-W05 Mizuna green HVE21-S,harvest from 2022-W05 Mizuna green HVE21-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 24,"2,7",,2021-W04 Strawberry HVW24,harvest from 2021-W04 Strawberry HVW24,TRUE,2022-03-07,,,,plantings,weight,Kg
Strawberry,HortasDoVale-West (HDVW) - bed 25,"2,7",,2021-W04 Strawberry HVW25,harvest from 2021-W04 Strawberry HVW25,TRUE,2022-03-07,,,,plantings,weight,Kg
Turnip greens,HortasDoVale-East (HDVE) - bed 12 south section,"0,3",,2021-W48 Turnip greens HVE12-S,harvest from 2021-W48 Turnip greens HVE12-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Turnip,HortasDoVale-East (HDVE) - bed 13 north section,"9,8",,2021-W43 Turnip HVE13-N,harvest from 2021-W43 Turnip HVE13-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Radishes,Summer Green House (SGH) - bed 4 north section,"0,6",,2022-W01 Radishes SGH4-N,harvest from 2022-W01 Radishes SGH4-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Horse radish,HortasDoVale-East (HDVE) - bed 15 north section,"11,9",,2021-W48 Horse radish HVE15-N,harvest from 2021-W48 Horse radish HVE15-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Rucula,HortasDoVale-West (HDVW) - bed 23 north section,"0,6",,2021-W34 Rucula HVW23-N,harvest from 2021-W34 Rucula HVW23-N,TRUE,2022-03-07,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 3 south section,"0,6",,2021-W45 Parsley SGH3-S,harvest from 2021-W45 Parsley SGH3-S,TRUE,2022-03-07,,,,plantings,weight,Kg
Parsley,Summer Green House (SGH) - bed 4 north section,1,,2021-W29 Parsley SGH4-N,harvest from 2021-W29 Parsley SGH4-N,TRUE,2022-03-07,,,,plantings,weight,Kg
